time,heating_kw,ecs_kw,total_kw
2023-01-13 14:00:00,4600.512076312577,1881.85502283105,6482.367099143627
2023-01-13 15:00:00,4405.548374555149,1881.85502283105,6287.403397386199
2023-01-13 16:00:00,4386.7825446764355,1881.85502283105,6268.637567507485
2023-01-13 17:00:00,4451.090800798269,1881.85502283105,6332.945823629319
2023-01-13 18:00:00,4527.678445794676,1881.85502283105,6409.5334686257265
2023-01-13 19:00:00,4661.274303326345,1881.85502283105,6543.129326157396
2023-01-13 20:00:00,4752.027449251465,0.0,4752.027449251465
2023-01-13 21:00:00,4839.6979943153865,0.0,4839.6979943153865
2023-01-13 22:00:00,4971.931325001699,0.0,4971.931325001699
2023-01-13 23:00:00,5115.3650340195145,0.0,5115.3650340195145
2023-01-14 00:00:00,5250.309540134015,0.0,5250.309540134015
2023-01-14 01:00:00,5338.2422153542475,0.0,5338.2422153542475
2023-01-14 02:00:00,5436.794435507584,0.0,5436.794435507584
2023-01-14 03:00:00,5537.596689457844,0.0,5537.596689457844
2023-01-14 04:00:00,5605.158072185035,0.0,5605.158072185035
2023-01-14 05:00:00,5682.112215571261,0.0,5682.112215571261
2023-01-14 06:00:00,5760.318067549049,0.0,5760.318067549049
2023-01-14 07:00:00,5804.466679633764,0.0,5804.466679633764
2023-01-14 08:00:00,5787.401984494643,1881.85502283105,7669.257007325694
2023-01-14 09:00:00,5728.856393200665,1881.85502283105,7610.711416031714
2023-01-14 10:00:00,5667.08846725973,1881.85502283105,7548.94349009078
2023-01-14 11:00:00,5509.09203398352,1881.85502283105,7390.94705681457
2023-01-14 12:00:00,5265.001952593793,1881.85502283105,7146.856975424844
2023-01-14 13:00:00,4994.703563342245,1881.85502283105,6876.558586173294
2023-01-14 14:00:00,4773.234106898831,1881.85502283105,6655.08912972988
2023-01-14 15:00:00,4629.3724115328,1881.85502283105,6511.227434363849
2023-01-14 16:00:00,4603.230142230333,1881.85502283105,6485.085165061382
2023-01-14 17:00:00,4627.073616379029,1881.85502283105,6508.9286392100785
2023-01-14 18:00:00,4748.354723178057,1881.85502283105,6630.209746009106
2023-01-14 19:00:00,4881.236423600873,1881.85502283105,6763.091446431923
2023-01-14 20:00:00,5012.350570770539,0.0,5012.350570770539
2023-01-14 21:00:00,5125.334286583603,0.0,5125.334286583603
2023-01-14 22:00:00,5219.020443050095,0.0,5219.020443050095
2023-01-14 23:00:00,5315.589377551195,0.0,5315.589377551195
2023-01-15 00:00:00,5414.467223688174,0.0,5414.467223688174
2023-01-15 01:00:00,5503.552886747142,0.0,5503.552886747142
2023-01-15 02:00:00,5596.835867569413,0.0,5596.835867569413
2023-01-15 03:00:00,5693.363071726616,0.0,5693.363071726616
2023-01-15 04:00:00,5774.939758420447,0.0,5774.939758420447
2023-01-15 05:00:00,5815.913238340792,0.0,5815.913238340792
2023-01-15 06:00:00,5837.247531685456,0.0,5837.247531685456
2023-01-15 07:00:00,5866.551311728223,0.0,5866.551311728223
2023-01-15 08:00:00,5884.258012508996,1881.85502283105,7766.113035340046
2023-01-15 09:00:00,5881.2517633570615,1881.85502283105,7763.106786188111
2023-01-15 10:00:00,5821.357457456095,1881.85502283105,7703.212480287146
2023-01-15 11:00:00,5635.873779736155,1881.85502283105,7517.728802567204
